id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-5959871-A,Programmable analog array circuit ,Analogix/Portland State University,"Edmund Pierzchala, Marek A. Perkowski",1993-12-23,1994-12-22,1999-09-28,1999-09-28,https://patents.google.com/patent/US5959871A/en,https://patentimages.storage.googleapis.com/09/4c/35/147dfeb5e766af/US5959871-drawings-page-3.png
US-6603330-B1,Configuring digital functions in a digital configurable macro architecture ,Cypress Semiconductor Corporation,Warren Snyder,2000-10-26,2001-07-18,2003-08-05,2003-08-05,https://patents.google.com/patent/US6603330B1/en,https://patentimages.storage.googleapis.com/2b/13/94/321b03bf0e3de0/US06603330-20030805-D00000.png
US-5329281-A,Analog to digital converter with autoranging offset ,Hewlett-Packard Company,"Richard A. Baumgartner, Charles E. Moore, Earl C. Herleikson",1992-04-30,1993-04-26,1994-07-12,1994-07-12,https://patents.google.com/patent/US5329281A/en,https://patentimages.storage.googleapis.com/5b/d8/71/cc024a5f5a0a06/US5329281-drawings-page-2.png
US-9122440-B2,User feedback to indicate transitions between open and closed states ,Z124,"Ron Cassar, Mohammed Selim, Sanjiv Sirpal",2011-09-27,2012-01-09,2015-09-01,2015-09-01,https://patents.google.com/patent/US9122440B2/en,https://patentimages.storage.googleapis.com/f2/a2/4b/c16aeca2d564ff/US09122440-20150901-D00000.png
US-8639484-B2,"Method and apparatus for computer-aided tissue engineering for modeling, design and freeform fabrication of tissue scaffolds, constructs, and devices ",Drexel University,"Wei Sun, Jae Hyun Nam, Andrew Leete Darling, Saif Khalil",2003-11-14,2004-05-14,2014-01-28,2014-01-28,https://patents.google.com/patent/US8639484B2/en,https://patentimages.storage.googleapis.com/3e/54/39/650cd0705877a9/US08639484-20140128-D00000.png
US-5477481-A,Switched-capacitor integrator with chopper stabilization performed at the sampling rate ,Crystal Semiconductor Corporation,Donald A. Kerth,1991-02-15,1994-04-01,1995-12-19,1995-12-19,https://patents.google.com/patent/US5477481A/en,https://patentimages.storage.googleapis.com/c3/df/58/6acb457b4f05aa/US5477481-drawings-page-2.png
US-3636325-A,Analog-programmed control system for excavators having jibs ,Unicovske Strojirny Narodni Po,Josef Chytil,1967-09-14,1968-09-16,1972-01-18,1972-01-18,https://patents.google.com/patent/US3636325A/en,https://patentimages.storage.googleapis.com/1c/89/87/27084b15ccd708/US3636325-drawings-page-2.png
US-3052842-A,Patchcord connection aid and checking system ,Lockheed Aircraft Corp,"Frohman Robert, Jr Ralph A Post, Jr Lawrence P Faber",1959-10-15,1959-10-15,1962-09-04,1962-09-04,https://patents.google.com/patent/US3052842A/en,https://patentimages.storage.googleapis.com/c5/df/92/734455d54385b4/US3052842-drawings-page-1.png
US-7825688-B1,Programmable microcontroller architecture(mixed analog/digital) ,Cypress Semiconductor Corporation,"Warren Snyder, Monte Mar",2000-10-26,2007-04-30,2010-11-02,2010-11-02,https://patents.google.com/patent/US7825688B1/en,https://patentimages.storage.googleapis.com/US7825688B1/US07825688-20101102-D00000.png
US-3691356-A,Speed command and throttle control system for aircraft ,Sperry Rand Corp,Harry Miller,1970-12-10,1970-12-10,1972-09-12,1972-09-12,https://patents.google.com/patent/US3691356A/en,https://patentimages.storage.googleapis.com/ec/d8/c2/6b80ee4b452077/US3691356-drawings-page-2.png
US-4136387-A,Golf club impact and golf ball launching monitoring system ,Acushnet Company,"Paul F. Sullivan, Francis deS. Lynch, William Gobush, Hoyt C. Hottel, Jr.",1977-09-12,1977-09-12,1979-01-23,1979-01-23,https://patents.google.com/patent/US4136387A/en,https://patentimages.storage.googleapis.com/34/cd/cd/3d7ed15da0bc8d/US4136387-drawings-page-2.png
US-2688124-A,Method of and apparatus for determining travel time of signals ,Continental Oil Co,"William E N Doty, John M Crawford",1953-02-27,1953-02-27,1954-08-31,1954-08-31,https://patents.google.com/patent/US2688124A/en,https://patentimages.storage.googleapis.com/66/53/9f/702552efc60eb2/US2688124-drawings-page-1.png
US-5408194-A,Adaptive analog minimum/maximum selector and subtractor circuit ,"Synaptics, Incorporated","Gunter Steinbach, Timothy P. Allen, Carver A. Mead",1993-06-25,1993-06-25,1995-04-18,1995-04-18,https://patents.google.com/patent/US5408194A/en,https://patentimages.storage.googleapis.com/e8/ec/5d/83c08e12b54bd3/US5408194-drawings-page-2.png
US-5680070-A,Programmable analog array and method for configuring the same ,"Motorola, Inc.","David J. Anderson, Douglas A. Garrity",1996-02-05,1996-02-05,1997-10-21,1997-10-21,https://patents.google.com/patent/US5680070A/en,https://patentimages.storage.googleapis.com/7a/8a/5a/668fc5e22aa498/US5680070-drawings-page-2.png
US-3689752-A,Four-quadrant multiplier circuit ,Tektronix Inc,Barrie Gilbert,1970-04-13,1970-04-13,1972-09-05,1972-09-05,https://patents.google.com/patent/US3689752A/en,https://patentimages.storage.googleapis.com/40/d3/38/99261f2578e608/US3689752-drawings-page-2.png
US-7428481-B2,Efficient data representation of teeth model ,"Align Technology, Inc.","Sergey Nikolskiy, Elena Pavloskaia, Huafeng Wen",2000-02-17,2003-02-07,2008-09-23,2008-09-23,https://patents.google.com/patent/US7428481B2/en,https://patentimages.storage.googleapis.com/US7428481B2/US07428481-20080923-D00000.png
US-3513300-A,Aircraft weight and center of gravity computer ,Jack Asher Elfenbein,"Jack Asher Elfenbein, Manfred Carl Mueller",1967-08-23,1967-08-23,1970-05-19,1970-05-19,https://patents.google.com/patent/US3513300A/en,https://patentimages.storage.googleapis.com/e5/ae/c1/7e09e95111c516/US3513300-drawings-page-1.png
US-3103648-A,Adaptive neuron having improved output ,Gen Electric,Hartmanis Juris,1961-08-22,1961-08-22,1963-09-10,1963-09-10,https://patents.google.com/patent/US3103648A/en,https://patentimages.storage.googleapis.com/c1/f8/1e/67b28fd76698d7/US3103648-drawings-page-1.png
US-3314015-A,Digitally synthesized artificial transfer networks ,Bell Telephone Labor Inc,Carl F Simone,1963-09-16,1963-09-16,1967-04-11,1967-04-11,https://patents.google.com/patent/US3314015A/en,https://patentimages.storage.googleapis.com/cb/25/fd/971650893b4398/US3314015-drawings-page-1.png
US-3251052-A,Reversible analog to digital converter ,Towson Lab Inc,"Philip A Hoffman, Jr Mckenny W Egerton",1963-05-15,1963-05-15,1966-05-10,1966-05-10,https://patents.google.com/patent/US3251052A/en,https://patentimages.storage.googleapis.com/ea/bd/17/e9501bda139c4b/US3251052-drawings-page-1.png
US-3860803-A,Automatic method and apparatus for fabricating progressive dies ,Diecomp Inc,Richard Carl Levine,1970-08-24,1970-08-24,1975-01-14,1975-01-14,https://patents.google.com/patent/US3860803A/en,https://patentimages.storage.googleapis.com/37/6e/68/eb84bce705085c/US3860803-drawings-page-2.png
US-6656052-B2,Progressive gaming method ,"Frank Abramopoulos, Jennifer Spano","Frank Abramopoulos, Jennifer Spano",1998-11-19,2000-12-07,2003-12-02,2003-12-02,https://patents.google.com/patent/US6656052B2/en,https://patentimages.storage.googleapis.com/ef/71/2b/9fcf9733e027ff/US06656052-20031202-D00000.png
US-8412500-B2,Simulations for hydraulic fracturing treatments and methods of fracturing naturally fractured formation ,Schlumberger Technology Corporation,"Xiaowei Weng, Eduard Siebrits",2007-01-29,2007-11-07,2013-04-02,2013-04-02,https://patents.google.com/patent/US8412500B2/en,https://patentimages.storage.googleapis.com/83/92/80/7a51f4a4ccb326/US08412500-20130402-D00000.png
EP-1287614-B1,Circuit stimulating a diode ,"Minebea Co., Ltd.",Arian M. Jansen,2000-05-09,2001-05-04,2008-03-19,2008-03-19,https://patents.google.com/patent/EP1287614B1/en,https://patentimages.storage.googleapis.com/55/d2/65/325ae3c2aaa7f8/imgf0001.png
US-3657657-A,Digital sine wave generator ,William T Jefferson,William T Jefferson,1970-08-03,1970-08-03,1972-04-18,1972-04-18,https://patents.google.com/patent/US3657657A/en,https://patentimages.storage.googleapis.com/30/22/20/77ea0ae06ddd0d/US3657657-drawings-page-2.png
US-4112456-A,Stabilized charge injector for charge coupled devices with means for increasing the speed of propagation of charge carriers ,Westinghouse Electric Corp.,"Donald R. Lampe, Marvin H. White, Arthur S. Jensen",1974-09-17,1975-10-24,1978-09-05,1978-09-05,https://patents.google.com/patent/US4112456A/en,https://patentimages.storage.googleapis.com/64/57/8b/35b46b0ff0c53f/US4112456-drawings-page-2.png
JP-5434567-B2,Power reception guidance system ,アイシン・エィ・ダブリュ株式会社,隆博 山本,2008-12-22,2009-12-22,2014-03-05,2014-03-05,https://patents.google.com/patent/JP5434567B2/en,https://patentimages.storage.googleapis.com/b4/f3/e0/8840245a72cd7b/0005434567-2.png
US-5115409-A,Multiple-input four-quadrant multiplier ,Siemens Aktiengesellschaft,Richard Stepp,1988-08-31,1989-08-14,1992-05-19,1992-05-19,https://patents.google.com/patent/US5115409A/en,https://patentimages.storage.googleapis.com/0a/43/b5/a2207d4c5023df/US5115409-drawings-page-2.png
US-4402054-A,Method and apparatus for the automatic diagnosis of system malfunctions ,Westinghouse Electric Corp.,"Robert L. Osborne, Paul H. Haley, Stephen J. Jennings",1980-10-15,1980-10-15,1983-08-30,1983-08-30,https://patents.google.com/patent/US4402054A/en,https://patentimages.storage.googleapis.com/b7/da/4b/85a718dd3d9e18/US4402054-drawings-page-2.png
US-4446438-A,Switched capacitor n-path filter ,Gte Automatic Electric Incorporated,"Chieh Chang, Man S. Lee",1981-10-26,1981-10-26,1984-05-01,1984-05-01,https://patents.google.com/patent/US4446438A/en,https://patentimages.storage.googleapis.com/7a/1a/41/eb105756299911/US4446438-drawings-page-2.png
US-6507214-B1,Digital configurable macro architecture ,Cypress Semiconductor Corporation,Warren Snyder,2000-10-26,2001-07-18,2003-01-14,2003-01-14,https://patents.google.com/patent/US6507214B1/en,https://patentimages.storage.googleapis.com/6a/9f/bc/6ef6ceac404852/US06507214-20030114-D00000.png
US-8555032-B2,Microcontroller programmable system on a chip with programmable interconnect ,Cypress Semiconductor Corporation,Warren Snyder,2000-10-26,2011-06-27,2013-10-08,2013-10-08,https://patents.google.com/patent/US8555032B2/en,https://patentimages.storage.googleapis.com/07/27/e2/9e3789383b5957/US08555032-20131008-D00000.png
US-4896156-A,"Switched-capacitance coupling networks for differential-input amplifiers, not requiring balanced input signals ",General Electric Company,Steven L. Garverick,1988-10-03,1988-10-03,1990-01-23,1990-01-23,https://patents.google.com/patent/US4896156A/en,https://patentimages.storage.googleapis.com/ea/73/d3/3c979112a0daba/US4896156-drawings-page-2.png
US-3651318-A,Cardiac output computer ,Jan A Czekajewski,Jan A Czekajewski,1970-01-26,1970-01-26,1972-03-21,1972-03-21,https://patents.google.com/patent/US3651318A/en,https://patentimages.storage.googleapis.com/41/3b/f1/bd618c7fa70fbf/US3651318-drawings-page-2.png
US-3835840-A,Impedance plethysmography method and apparatus ,Hope City,B Mount,1973-09-27,1973-09-27,1974-09-17,1974-09-17,https://patents.google.com/patent/US3835840A/en,https://patentimages.storage.googleapis.com/6a/65/6a/d62b5e584693f2/US3835840-drawings-page-2.png
EP-1104110-B1,Phase-combining circuit and timing signal generator circuit for carrying out a high-speed signal transmission ,Fujitsu Limited,"Hirotaka Tamura, Masaya Kibune",1999-11-26,2000-11-24,2011-09-21,2011-09-21,https://patents.google.com/patent/EP1104110B1/en,https://patentimages.storage.googleapis.com/47/fb/3a/4a3fb6943928d4/imgf0001.png
US-2244369-A,Electrical measuring and calculating device ,Rca Corp,Martin Louis,1938-10-31,1938-10-31,1941-06-03,1941-06-03,https://patents.google.com/patent/US2244369A/en,https://patentimages.storage.googleapis.com/87/79/6f/48d0c3d130d55f/US2244369-drawings-page-1.png
US-2794965-A,Statistical interpretation of seismograms ,Socony Mobil Oil Co Inc,William J Yost,1953-05-25,1953-05-25,1957-06-04,1957-06-04,https://patents.google.com/patent/US2794965A/en,https://patentimages.storage.googleapis.com/2a/db/08/2e4a797d0bde87/US2794965-drawings-page-1.png
JP-4798154-B2,Control apparatus for a hybrid vehicle ,日産自動車株式会社,佳代 音川,2008-03-06,2008-03-06,2011-10-19,2011-10-19,https://patents.google.com/patent/JP4798154B2/en,https://patentimages.storage.googleapis.com/09/85/bb/c361ada2d36bc7/0004798154-2.png
US-2679636-A,Method of and apparatus for comparing information ,Hillyer Curtis,Hillyer Curtis,1952-03-25,1952-03-25,1954-05-25,1954-05-25,https://patents.google.com/patent/US2679636A/en,https://patentimages.storage.googleapis.com/07/45/b7/f4bef4b558e4a5/US2679636-drawings-page-1.png
US-6941336-B1,Programmable analog system architecture ,Cypress Semiconductor Corporation,Monte Mar,2000-10-26,2001-07-18,2005-09-06,2005-09-06,https://patents.google.com/patent/US6941336B1/en,https://patentimages.storage.googleapis.com/32/69/e1/bc5245ad0ef95b/US06941336-20050906-D00000.png
US-2412485-A,Saw-tooth voltage generator ,Cossor Ltd A C,Whiteley Joseph William,1942-02-17,1943-02-05,1946-12-10,1946-12-10,https://patents.google.com/patent/US2412485A/en,https://patentimages.storage.googleapis.com/64/c2/7d/dc446e6772a181/US2412485-drawings-page-1.png
US-5384501-A,Integration circuit including a differential amplifier having a variable transconductance ,Kabushiki Kaisha Toshiba,"Mikio Koyama, Hiroshi Tanimoto",1990-06-15,1993-05-04,1995-01-24,1995-01-24,https://patents.google.com/patent/US5384501A/en,https://patentimages.storage.googleapis.com/84/23/7e/a862482a7993ff/US5384501-drawings-page-2.png
US-3698386-A,Cardiac rhythm computer device ,Robert Fried,Robert Fried,1971-07-16,1971-07-16,1972-10-17,1972-10-17,https://patents.google.com/patent/US3698386A/en,https://patentimages.storage.googleapis.com/cc/73/5d/c447a1497b45e4/US3698386-drawings-page-2.png
US-4086653-A,Pneumatic pump monitor ,Thermo Electron Corporation,David B. Gernes,1976-01-09,1976-01-09,1978-04-25,1978-04-25,https://patents.google.com/patent/US4086653A/en,https://patentimages.storage.googleapis.com/f7/8a/e7/55ddf320e90c3f/US4086653-drawings-page-2.png
US-3933305-A,Asset value calculators ,John Michael Murphy,John Michael Murphy,1974-08-23,1974-08-23,1976-01-20,1976-01-20,https://patents.google.com/patent/US3933305A/en,https://patentimages.storage.googleapis.com/2f/cf/99/70e25aa8c383c1/US3933305-drawings-page-2.png
US-8224632-B2,Virtual prototyping and testing for medical device development ,"Trivascular, Inc.","Robert G. Whirley, Michael V. Chobotov",2000-10-04,2010-10-14,2012-07-17,2012-07-17,https://patents.google.com/patent/US8224632B2/en,https://patentimages.storage.googleapis.com/8b/62/93/35d5d870b4ab3f/US08224632-20120717-D00000.png
US-4156283-A,Multiplier circuit ,"Tektronix, Inc.",Barrie Gilbert,1972-05-30,1977-10-03,1979-05-22,1979-05-22,https://patents.google.com/patent/US4156283A/en,https://patentimages.storage.googleapis.com/82/30/48/0cae8eb82d560b/US4156283-drawings-page-2.png
US-6784824-B1,Analog-to-digital converter which is substantially independent of capacitor mismatch ,"Xilinx, Inc.",Patrick J. Quinn,2002-08-29,2002-08-29,2004-08-31,2004-08-31,https://patents.google.com/patent/US6784824B1/en,https://patentimages.storage.googleapis.com/9b/b4/8f/9b4a0d9b9d0e4e/US06784824-20040831-D00000.png
US-8229791-B2,"Methods, systems, and computer integrated program products for supply chain management ",The Boeing Company,"Randolph L. Bradley, Alex Safavi, Stephen D. King, Jenny B. Thompson, Vikas Sinha, Chandler H. Wilson",2005-11-29,2006-01-30,2012-07-24,2012-07-24,https://patents.google.com/patent/US8229791B2/en,https://patentimages.storage.googleapis.com/c7/3c/42/199dddfd71a022/US08229791-20120724-D00000.png
US-5506795-A,Apparatus and method for generating chaotic signals and chaos device ,Yamakawa; Takeshi,Takeshi Yamakawa,1992-02-21,1993-02-18,1996-04-09,1996-04-09,https://patents.google.com/patent/US5506795A/en,https://patentimages.storage.googleapis.com/95/f5/46/daac6cc7b6cd2d/US5506795-drawings-page-2.png
US-2431396-A,Current magnitude-ratio responsive amplifier ,Rca Corp,Clarence W Hansell,1942-12-21,1942-12-21,1947-11-25,1947-11-25,https://patents.google.com/patent/US2431396A/en,https://patentimages.storage.googleapis.com/32/fb/5c/46baf077f3f394/US2431396-drawings-page-1.png
US-2697201-A,Adjustable nonlinear resistance ,Westinghouse Electric Corp,Edwin L Harder,1949-09-27,1949-09-27,1954-12-14,1954-12-14,https://patents.google.com/patent/US2697201A/en,https://patentimages.storage.googleapis.com/71/a2/e9/e78c29c6bfbef9/US2697201-drawings-page-1.png
US-3701147-A,Surface wave devices for signal processing ,Us Navy,Harper John Whitehouse,1969-01-22,1971-02-03,1972-10-24,1972-10-24,https://patents.google.com/patent/US3701147A/en,https://patentimages.storage.googleapis.com/d6/75/6c/d8a1929863c277/US3701147-drawings-page-2.png
US-4293920-A,Two-dimensional transform processor ,Merola Pasquale A,Pasquale A. Merola,1979-09-04,1979-09-04,1981-10-06,1981-10-06,https://patents.google.com/patent/US4293920A/en,https://patentimages.storage.googleapis.com/a6/52/d2/6dba0a59fcc07b/US4293920-drawings-page-2.png
US-6255889-B1,Mixer using four quadrant multiplier with reactive feedback elements ,Nokia Networks Oy,Roger Branson,1999-11-09,1999-11-09,2001-07-03,2001-07-03,https://patents.google.com/patent/US6255889B1/en,https://patentimages.storage.googleapis.com/99/60/b3/9ab2f64cd06c77/US6255889-drawings-page-2.png
EP-0047409-B1,Offset compensation for switched capacitor integrators ,"American Microsystems, Incorporated",Yusuf A. Haque,1980-09-08,1981-08-18,1986-03-12,1986-03-12,https://patents.google.com/patent/EP0047409B1/en,https://patentimages.storage.googleapis.com/73/6e/49/90e7e2e173c58b/imgf0001.png
US-6525593-B1,Method and apparatus for local and global power management in a programmable analog circuit ,Cypress Semiconductor Corporation,Monte Mar,2000-10-26,2001-08-22,2003-02-25,2003-02-25,https://patents.google.com/patent/US6525593B1/en,https://patentimages.storage.googleapis.com/a2/af/74/28e1ed24abe179/US06525593-20030225-D00000.png
US-3961172-A,Real-time cross-correlation signal processor ,Robert Stewart Hutcheon,Robert Stewart Hutcheon,1973-12-03,1974-12-05,1976-06-01,1976-06-01,https://patents.google.com/patent/US3961172A/en,https://patentimages.storage.googleapis.com/fc/75/a1/0322285352afd2/US3961172-drawings-page-2.png
US-2268197-A,Electron discharge device ,Bell Telephone Labor Inc,John R Pierce,1939-12-02,1940-02-17,1941-12-30,1941-12-30,https://patents.google.com/patent/US2268197A/en,https://patentimages.storage.googleapis.com/c2/fb/aa/a7d912e3a6967f/US2268197-drawings-page-1.png
US-2434561-A,Color facsimile ,Interchem Corp,"Arthur C Hardy, Edward C Dench",1944-07-08,1946-08-06,1948-01-13,1948-01-13,https://patents.google.com/patent/US2434561A/en,https://patentimages.storage.googleapis.com/da/e0/97/b57b02e615aeac/US2434561-drawings-page-1.png
CA-1128661-A,System for providing an indication of wind shear ,"Leonard M. Greene, Safe Flight Instrument Corporation",Leonard M. Greene,1977-02-07,1978-02-07,1982-07-27,1982-07-27,https://patents.google.com/patent/CA1128661A/en,
US-3510666-A,Turbidity meter having calibrating light source ,Bowser Inc,George J Topol,1967-05-05,1967-05-05,1970-05-05,1970-05-05,https://patents.google.com/patent/US3510666A/en,https://patentimages.storage.googleapis.com/24/63/4b/294050dff49da7/US3510666-drawings-page-1.png
US-2401779-A,Summing amplifier ,Bell Telephone Labor Inc,Jr Karl D Swartzel,1941-05-01,1941-05-01,1946-06-11,1946-06-11,https://patents.google.com/patent/US2401779A/en,https://patentimages.storage.googleapis.com/79/cf/c3/3e2eb60e751c1c/US2401779-drawings-page-1.png
US-8352424-B2,System and method for managing replicas of objects in a distributed storage system ,Google Inc.,"Yonatan Zunger, Alexandre Drobychev, Alexander Kesselman, Rebekah C. Vickrey, Frank C. Dachille, George Datuashvili",2010-02-09,2011-02-07,2013-01-08,2013-01-08,https://patents.google.com/patent/US8352424B2/en,https://patentimages.storage.googleapis.com/05/fc/19/2a2d23f6d85f5a/US08352424-20130108-D00000.png
JP-6205659-B2,"Process, temperature, and insensitivity of the rf power detection circuit to variations in the load impedance ","マーベル ワールド トレード リミテッド, マーベル  ワールド  トレード  リミテッド","ウィノト、レナルディ, エム． サインオフ、デービッド, エム． サインオフ、デービッド",2011-12-15,2012-12-13,2017-10-04,2017-10-04,https://patents.google.com/patent/JP6205659B2/en,https://patentimages.storage.googleapis.com/59/ac/bf/54101b274d6d46/0006205659-11.png
US-3747087-A,Digitally controlled computer animation generating system ,Computer Image Corp,"L Harrison, F Honey, E Tajchman, M Parker",1971-06-25,1971-06-25,1973-07-17,1973-07-17,https://patents.google.com/patent/US3747087A/en,https://patentimages.storage.googleapis.com/e5/c5/a6/d3f6c4049424ad/US3747087-drawings-page-2.png
US-4120035-A,Electrically reprogrammable transversal filter using charge coupled devices ,International Business Machines Corporation,"Moises Cases, Fung Yuel Chang, Barry Jay Rubin",1977-08-16,1977-08-16,1978-10-10,1978-10-10,https://patents.google.com/patent/US4120035A/en,https://patentimages.storage.googleapis.com/44/cd/25/d3d86f67241102/US4120035-drawings-page-2.png
US-5172068-A,Third-order predistortion linearization circuit ,Amoco Corporation,Richard B. Childs,1990-09-17,1991-05-21,1992-12-15,1992-12-15,https://patents.google.com/patent/US5172068A/en,https://patentimages.storage.googleapis.com/59/33/d4/8c8f355bccba82/US5172068-drawings-page-2.png
US-7092980-B1,Programming architecture for a programmable analog system ,Cypress Semiconductor Corporation,"Monte Mar, Warren Snyder",2000-10-26,2001-08-14,2006-08-15,2006-08-15,https://patents.google.com/patent/US7092980B1/en,https://patentimages.storage.googleapis.com/US7092980B1/US07092980-20060815-D00000.png
US-4675839-A,Receiver for a spread spectrum communication system having a time-multiplexed convolver ,Allied Corporation,Leo A. Kerr,1985-04-10,1985-04-10,1987-06-23,1987-06-23,https://patents.google.com/patent/US4675839A/en,https://patentimages.storage.googleapis.com/4d/9b/dc/31e97986a6c16d/US4675839-drawings-page-2.png
US-2969042-A,Cylinder adder ,Ibm,"Frank A Litz, John J Lynott",1957-07-26,1957-07-26,1961-01-24,1961-01-24,https://patents.google.com/patent/US2969042A/en,https://patentimages.storage.googleapis.com/ba/f9/4c/861e0140c16f1d/US2969042-drawings-page-1.png
US-6946902-B2,Filtering variable offset amplifier ,Intel Corporation,"James E. Jaussi, Bryan K. Casper, Aaron K. Martin",2002-01-07,2003-07-24,2005-09-20,2005-09-20,https://patents.google.com/patent/US6946902B2/en,https://patentimages.storage.googleapis.com/3f/f7/0f/67aa1687884cea/US06946902-20050920-D00000.png
US-4331869-A,Dynamic cardiac quality assurance phantom system and method ,"Capintec, Inc.",Frank D. Rollo,1980-06-23,1980-06-23,1982-05-25,1982-05-25,https://patents.google.com/patent/US4331869A/en,https://patentimages.storage.googleapis.com/fa/66/f3/63812562c1b970/US4331869-drawings-page-2.png
US-9069995-B1,Multiply accumulate operations in the analog domain ,"Kandou Labs, S.A.",Harm Cronie,2013-02-21,2013-02-21,2015-06-30,2015-06-30,https://patents.google.com/patent/US9069995B1/en,https://patentimages.storage.googleapis.com/d3/ff/b2/ff92f39c166ae3/US09069995-20150630-D00000.png
US-3845276-A,Laser-sight and computer for anti-aircraft gun fire control system ,Hughes Aircraft Co,"L Kendy, R Frey",1971-12-17,1971-12-17,1974-10-29,1974-10-29,https://patents.google.com/patent/US3845276A/en,https://patentimages.storage.googleapis.com/c6/68/a8/989aff83b0054d/US3845276-drawings-page-2.png
US-3654560-A,Drift compensated circuit ,Keithley Instruments,"Pieter G Cath, Maurice S Klapfish",1970-06-26,1970-06-26,1972-04-04,1972-04-04,https://patents.google.com/patent/US3654560A/en,https://patentimages.storage.googleapis.com/c7/06/3d/533e173d9d7672/US3654560-drawings-page-2.png
US-9369938-B2,Subscriber identity module (SIM) for mobile stations ,"Microsoft Technology Licensing, Llc","Todd S. Biggs, Robert E. Rapp, Alois Widmann",2009-03-31,2009-03-31,2016-06-14,2016-06-14,https://patents.google.com/patent/US9369938B2/en,https://patentimages.storage.googleapis.com/f3/f7/41/d95dff28f3a01f/US09369938-20160614-D00000.png
US-2708368-A,"Equipment for rating by volume, weight, and zone ",Continental Silver Co Inc,Kolisch Emil,1950-12-21,1950-12-21,1955-05-17,1955-05-17,https://patents.google.com/patent/US2708368A/en,https://patentimages.storage.googleapis.com/45/4b/f7/a22e58bbf7a374/US2708368-drawings-page-1.png
US-3959582-A,Solid state electronically rotatable raster scan for television cameras ,The United States Of America As Represented By The Secretary Of The Navy,"Robert L. Law, Paul S. Catano",1975-03-31,1975-03-31,1976-05-25,1976-05-25,https://patents.google.com/patent/US3959582A/en,https://patentimages.storage.googleapis.com/c9/9a/33/febbd36be8485c/US3959582-drawings-page-2.png
US-2465624-A,Computer device for solving trigonometric problems ,Arma Corp,Agins George,1940-07-18,1946-12-06,1949-03-29,1949-03-29,https://patents.google.com/patent/US2465624A/en,https://patentimages.storage.googleapis.com/22/44/43/0dbd34d6c8e80b/US2465624-drawings-page-1.png
US-2472129-A,Radio navigation system ,Sperry Corp,Jr Edward C Streeter,1943-08-04,1943-08-04,1949-06-07,1949-06-07,https://patents.google.com/patent/US2472129A/en,https://patentimages.storage.googleapis.com/1c/a8/ee/b3ff3414d74181/US2472129-drawings-page-1.png
US-3434062-A,Drift detector ,James R Cox,James R Cox,1965-06-21,1965-06-21,1969-03-18,1969-03-18,https://patents.google.com/patent/US3434062A/en,https://patentimages.storage.googleapis.com/f1/de/4f/c740a5bda2de8c/US3434062-drawings-page-1.png
JP-3333239-B2,Variable gain circuit ,株式会社東芝,"幹雄 小山, 正 新井",1991-12-05,1992-07-31,2002-10-15,2002-10-15,https://patents.google.com/patent/JP3333239B2/en,
US-6304128-B1,Continuous time capacitor-tuner integrator ,"Lucent Technologies, Inc.",Dima David Shulman,1997-10-10,2000-02-10,2001-10-16,2001-10-16,https://patents.google.com/patent/US6304128B1/en,https://patentimages.storage.googleapis.com/1a/02/ec/495ea3c3968273/US06304128-20011016-D00000.png
US-7979257-B2,Apparatus and methods for performing process simulation using a hybrid model ,Moldflow Netherlands Limited,"Huagang Yu, Peter Kennedy",2003-02-05,2007-12-20,2011-07-12,2011-07-12,https://patents.google.com/patent/US7979257B2/en,https://patentimages.storage.googleapis.com/ad/a7/1d/47c349949d8d29/US07979257-20110712-D00000.png
US-3714462-A,Multiplier circuits ,D Blackmer,D Blackmer,1971-06-14,1971-06-14,1973-01-30,1973-01-30,https://patents.google.com/patent/US3714462A/en,https://patentimages.storage.googleapis.com/8e/d1/16/32550f0bf91c45/US3714462-drawings-page-2.png
US-3759109-A,Multi-time constant pneumatic analogue decompression instruments ,Gen Electric,"L Johnson, M Borom",1971-09-16,1971-09-16,1973-09-18,1973-09-18,https://patents.google.com/patent/US3759109A/en,https://patentimages.storage.googleapis.com/db/eb/4f/476e03d6e3d05b/US3759109-drawings-page-2.png
US-5140692-A,Document retrieval system using analog signal comparisons for retrieval conditions including relevant keywords ,"Ricoh Company, Ltd.",Tetsuya Morita,1989-06-13,1990-06-06,1992-08-18,1992-08-18,https://patents.google.com/patent/US5140692A/en,https://patentimages.storage.googleapis.com/87/56/29/47fc3c8745ccbf/US5140692-drawings-page-2.png
US-4087568-A,Method and apparatus for controlling a material treater at maximum throughput with air velocity control ,Formica Corporation,"Charles Robert Fay, Raymond Joseph Williams",1977-07-01,1977-07-01,1978-05-02,1978-05-02,https://patents.google.com/patent/US4087568A/en,https://patentimages.storage.googleapis.com/65/d8/fa/b7d627ced61aa9/US4087568-drawings-page-2.png
US-3152250-A,"Circuit for performing the combined functions of the extraction of roots, multiplicaton, and division ",Chrysler Corp,Jr George E Platzer,1962-01-08,1962-07-20,1964-10-06,1964-10-06,https://patents.google.com/patent/US3152250A/en,https://patentimages.storage.googleapis.com/e1/54/aa/4e6c128eace323/US3152250-drawings-page-1.png
