id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-4298948-A,Method and apparatus for generating a digital representation of the instantaneous angular position of a rotating body and for generating rectangular coordinate equivalents thereof ,"Ird Mechanalysis, Inc.",Dean T. Davis,1979-11-30,1979-11-30,1981-11-03,1981-11-03,https://patents.google.com/patent/US4298948A/en,https://patentimages.storage.googleapis.com/13/92/58/4e6def23596a46/US4298948-drawings-page-2.png
DE-4207447-A1,"Digitised audio signal electronic recording and playback unit - digitises, compresses and stores input from microphone to solid state memory, and plays back in analogue form to loudspeaker. ",Provera Ges Fuer Projektierung,Walter Dr Holzer,1992-03-09,1992-03-09,1993-09-16,,https://patents.google.com/patent/DE4207447A1/en,
US-5140538-A,Hybrid digital-analog computer parallel processor ,University Of Arkansas,"J. E. Bass, Randy L. Brown",1988-12-27,1988-12-27,1992-08-18,1992-08-18,https://patents.google.com/patent/US5140538A/en,https://patentimages.storage.googleapis.com/96/aa/0d/994dd4c415eca5/US5140538-drawings-page-2.png
US-3488482-A,Apparatus for computing the rms or mean value of a function ,Solartron Electronic Group,Anthony John Ley,1964-04-21,1965-04-12,1970-01-06,1970-01-06,https://patents.google.com/patent/US3488482A/en,https://patentimages.storage.googleapis.com/82/af/1a/4a7f63e7059b5f/US3488482-drawings-page-1.png
US-2011221504-A1,Configurable switched capacitor block ,"Eashwar Thiagarajan, Harold Kutz","Eashwar Thiagarajan, Harold Kutz",2006-02-09,2011-05-17,2011-09-15,,https://patents.google.com/patent/US20110221504A1/en,https://patentimages.storage.googleapis.com/d0/e0/e7/096dfac10f767b/US20110221504A1-20110915-D00000.png
EP-0445713-A2,Electric power system simulator ,"Mitsubishi Denki Kabushiki Kaisha, The Tokyo Electric Power Co., Inc.","Hisao C/O Sangyo Shisutemu Kenkyusho Taoka, Isao C/O Mitsubishi Denki K.K. Iyoda, Hideo C/O Seigyo Seisakusho Noguchi, Yukio C/O Gizyutsu Kenkyusho The Tokyo Kojima, Shigeru Gizyutsu Kenkyusho The Tokyo Warashina, Nobuyuki C/O Gizyutsu Kenkyusho The Tokyo Sato",1990-03-06,1991-03-04,1991-09-11,,https://patents.google.com/patent/EP0445713A2/en,https://patentimages.storage.googleapis.com/07/6c/bc/5f153aa60ee871/imgf0001.png
US-3801883-A,Surface charge signal correlator ,Gen Electric,J Tiemann,1972-06-02,1972-06-02,1974-04-02,1974-04-02,https://patents.google.com/patent/US3801883A/en,https://patentimages.storage.googleapis.com/bf/fb/28/fafe93068dc3c1/US3801883-drawings-page-2.png
US-3863270-A,Hybrid computer system including an analog calculator for rapidly generating electric power system loadflow solutions ,"Paul H Haley, Mark K Enns","Paul H Haley, Mark K Enns",1972-05-19,1972-05-19,1975-01-28,1975-01-28,https://patents.google.com/patent/US3863270A/en,https://patentimages.storage.googleapis.com/f3/9b/36/46bf64146150d6/US3863270-drawings-page-2.png
US-3548328-A,Digital fm discriminator ,Honeywell Inc,Ivars P Breikss,1969-01-13,1969-01-13,1970-12-15,1970-12-15,https://patents.google.com/patent/US3548328A/en,https://patentimages.storage.googleapis.com/c8/b4/0a/2f7b38cc18ff83/US3548328-drawings-page-1.png
US-5248956-A,Electronically controllable resistor ,Center For Innovative Technology,"Glenn S. Himes, Catherine Q. Xu, Bradford W. Holcombe",1991-04-05,1991-04-05,1993-09-28,1993-09-28,https://patents.google.com/patent/US5248956A/en,https://patentimages.storage.googleapis.com/f0/d2/d4/919f8285383ea1/US5248956-drawings-page-2.png
US-6359576-B1,Apparatus and methods for performing RMS-to-DC conversion with bipolar input signal range ,Linear Technology Corporation,Joseph G. Petrofsky,1999-10-01,1999-10-01,2002-03-19,2002-03-19,https://patents.google.com/patent/US6359576B1/en,https://patentimages.storage.googleapis.com/91/a4/4f/16836742f6e6d2/US6359576-drawings-page-2.png
US-3634765-A,System to provide an impulse autocorrelation function upon linear addition of a plurality of multidigit code signals having cooperating autocorrelation functions including amplitude control of the digits of one or more of said code signals ,Itt,Frank S Gutleber,1970-02-09,1970-02-09,1972-01-11,1972-01-11,https://patents.google.com/patent/US3634765A/en,https://patentimages.storage.googleapis.com/74/45/50/012b6bbea5c431/US3634765-drawings-page-2.png
US-4009380-A,Electro-optical system for performing matrix-vector multiplication ,The United States Of America As Represented By The Secretary Of The Navy,"Richard P. Bocker, Keith Bromley, Michael A. Monahan, Larry B. Stotts",1975-01-20,1975-01-20,1977-02-22,1977-02-22,https://patents.google.com/patent/US4009380A/en,https://patentimages.storage.googleapis.com/74/3e/34/14302252b9c4b2/US4009380-drawings-page-2.png
US-4524326-A,Digitally-driven sine/cosine generator and modulator ,Amca International Corp.,Michael E. Larson,1982-07-22,1982-07-22,1985-06-18,1985-06-18,https://patents.google.com/patent/US4524326A/en,https://patentimages.storage.googleapis.com/85/91/19/1f7176b5d442ad/US4524326-drawings-page-2.png
US-4870559-A,Intelligent transducer ,Hyatt Gilbert P,Gilbert P. Hyatt,1969-11-24,1982-01-25,1989-09-26,1989-09-26,https://patents.google.com/patent/US4870559A/en,https://patentimages.storage.googleapis.com/3c/c2/bc/33d2ed2c33ab82/US4870559-drawings-page-4.png
US-4972186-A,Resolver excitation circuit ,"Allen-Bradley Company, Inc.",David J. Morris,1989-03-20,1989-03-20,1990-11-20,1990-11-20,https://patents.google.com/patent/US4972186A/en,https://patentimages.storage.googleapis.com/0b/69/97/47b53a62078241/US4972186-drawings-page-2.png
US-3942110-A,Analog to pulse rate converter ,General Electric Company,Miran Milkovic,1974-05-08,1974-05-08,1976-03-02,1976-03-02,https://patents.google.com/patent/US3942110A/en,https://patentimages.storage.googleapis.com/d3/76/74/68bd8c34464ae9/US3942110-drawings-page-2.png
US-4168528-A,Voltage to current conversion circuit ,"Precision Monolithics, Inc.",Donald T. Comer,1978-07-21,1978-07-21,1979-09-18,1979-09-18,https://patents.google.com/patent/US4168528A/en,https://patentimages.storage.googleapis.com/42/b4/d7/912da9b7cac6a6/US4168528-drawings-page-2.png
US-6362767-B1,Methods for simultaneous analog-to-digital conversion and multiplication ,The Board Of Trustees Of The Leland Stanford Junior University,"David Xiao Dong Yang, Boyd Fowler, Abbas El Gamal",1999-03-22,1999-03-22,2002-03-26,2002-03-26,https://patents.google.com/patent/US6362767B1/en,https://patentimages.storage.googleapis.com/77/69/9c/731c7f0ff06799/US6362767-drawings-page-2.png
US-5420806-A,Multiplication circuit for multiplying analog signals by digital signals ,Yozan Inc.,"Guoliang Shou, Weikang Yang, Sunao Takatori, Makoto Yamamoto",1993-01-13,1994-01-13,1995-05-30,1995-05-30,https://patents.google.com/patent/US5420806A/en,https://patentimages.storage.googleapis.com/6d/8a/7c/6973c62b996b29/US5420806-drawings-page-2.png
US-2412467-A,Electronic computer ,Rca Corp,George A Morton,1942-04-30,1945-04-28,1946-12-10,1946-12-10,https://patents.google.com/patent/US2412467A/en,https://patentimages.storage.googleapis.com/ba/1a/01/69330a6a3d9dd0/US2412467-drawings-page-1.png
US-5396446-A,Digital filter circuit that minimizes holding errors transmitted between holding circuits ,Yozan Inc.,"Guoliang Shou, Weikang Yang, Sunao Takatori, Makoto Yamamoto",1992-11-24,1993-11-23,1995-03-07,1995-03-07,https://patents.google.com/patent/US5396446A/en,https://patentimages.storage.googleapis.com/a5/3d/16/5994ca6b70df65/US5396446-drawings-page-2.png
CA-2258760-C,Digital waveform generation using table look-up of simulated delta-sigma conversion data ,"He Holdings, Inc., Gopal Raghavan, Joseph F. Jensen, Hughes Electronics Corporation","Gopal Raghavan, Joseph F. Jensen",1997-01-24,1998-01-22,2002-10-15,2002-10-15,https://patents.google.com/patent/CA2258760C/en,
US-4825364-A,Monolithic data processor with memory refresh ,Hyatt Gilbert P,Gilbert P. Hyatt,1970-12-28,1973-10-01,1989-04-25,1989-04-25,https://patents.google.com/patent/US4825364A/en,https://patentimages.storage.googleapis.com/81/6f/f7/1da92dcd805072/US4825364-drawings-page-3.png
US-5153462-A,Programmable logic device incorporating voltage comparator ,"Advanced Micro Devices, Inc.","Om P. Agrawal, Michael J. Wright, Steve Sidman",1991-05-21,1991-05-21,1992-10-06,1992-10-06,https://patents.google.com/patent/US5153462A/en,https://patentimages.storage.googleapis.com/57/f5/58/c063a1f5dfafab/US5153462-drawings-page-2.png
US-4121284-A,Computerized system for operator interaction ,Hyatt Gilbert P,Gilbert P. Hyatt,1972-09-11,1972-09-11,1978-10-17,1978-10-17,https://patents.google.com/patent/US4121284A/en,https://patentimages.storage.googleapis.com/ec/91/42/8512cb180a890c/US4121284-drawings-page-2.png
US-5349353-A,Method and apparatus for mixed analog and digital processing of delta modulated pulse streams including digital-to-analog conversion of a digital input signal ,Zrilic Djuro G,Djuro G. Zrilic,1992-12-28,1992-12-28,1994-09-20,1994-09-20,https://patents.google.com/patent/US5349353A/en,https://patentimages.storage.googleapis.com/41/d1/8d/0e49d2b444f36f/US5349353-drawings-page-3.png
CA-1228165-A,Integrated circuit device testable by an external computer ,"Takao Mogi, Masahiko Morizono, Sony Corporation","Takao Mogi, Masahiko Morizono",1984-07-13,1985-06-25,1987-10-13,1987-10-13,https://patents.google.com/patent/CA1228165A/en,
US-3444360-A,Digital multiplier followed by a digital-to-analog converter ,United Geophysical Corp,Merrill L Swan,1965-07-12,1965-07-12,1969-05-13,1969-05-13,https://patents.google.com/patent/US3444360A/en,https://patentimages.storage.googleapis.com/c2/0a/e0/cda13cfbaef427/US3444360-drawings-page-1.png
US-3484589-A,Digital-analog multiplier ,Gen Electric,George Jernakoff,1966-10-03,1966-10-03,1969-12-16,1969-12-16,https://patents.google.com/patent/US3484589A/en,https://patentimages.storage.googleapis.com/66/df/9c/c7192868ecf720/US3484589-drawings-page-1.png
US-3823396-A,Digital to analog converter incorporating multiple time division switching circuits ,Electronics Processors Inc,T Lode,1972-04-17,1972-04-17,1974-07-09,1974-07-09,https://patents.google.com/patent/US3823396A/en,https://patentimages.storage.googleapis.com/ed/ff/cc/65d9c8105d22e2/US3823396-drawings-page-2.png
US-4185247-A,Means for reducing spurious frequencies in a direct frequency synthesizer ,The United States Of America As Represented By The Secretary Of The Air Force,"Earnest R. Harrison, Jr.",1978-01-03,1978-01-03,1980-01-22,1980-01-22,https://patents.google.com/patent/US4185247A/en,https://patentimages.storage.googleapis.com/19/0c/ea/2cb80e3300a6b9/US4185247-drawings-page-2.png
US-4486850-A,Incremental digital filter ,Hyatt Gilbert P,Gilbert P. Hyatt,1974-11-11,1976-12-27,1984-12-04,1984-12-04,https://patents.google.com/patent/US4486850A/en,https://patentimages.storage.googleapis.com/7a/23/5e/db4a72045d3469/US4486850-drawings-page-2.png
US-4573035-A,Digital x-ray system ,Analogic Corporation,Enrico Dolazza,1984-07-25,1984-07-25,1986-02-25,1986-02-25,https://patents.google.com/patent/US4573035A/en,https://patentimages.storage.googleapis.com/af/c7/a4/e639debc2b020c/US4573035-drawings-page-2.png
US-4126852-A,Multiplying digital to analog converter ,General Electric Company,Richard D. Baertsch,1977-04-15,1977-04-15,1978-11-21,1978-11-21,https://patents.google.com/patent/US4126852A/en,https://patentimages.storage.googleapis.com/71/b5/41/e9defa538dbe15/US4126852-drawings-page-2.png
US-4943786-A,Digital control of phase locked loops ,Plessey Overseas Limited,"Brian Cordwell, Paul M. Hayes",1984-12-21,1988-09-01,1990-07-24,1990-07-24,https://patents.google.com/patent/US4943786A/en,https://patentimages.storage.googleapis.com/f5/51/6d/218b8c449e25af/US4943786-drawings-page-2.png
US-4322819-A,Memory system having servo compensation ,Hyatt Gilbert P,Gilbert P. Hyatt,1974-07-22,1978-03-23,1982-03-30,1982-03-30,https://patents.google.com/patent/US4322819A/en,https://patentimages.storage.googleapis.com/c4/8f/ab/92484298935fd9/US4322819-drawings-page-2.png
US-6421443-B1,Acoustic and electronic echo cancellation ,"Acoustic Technologies, Inc.","Kendall G. Moore, Samuel L. Thomasson",1999-07-23,1999-07-23,2002-07-16,2002-07-16,https://patents.google.com/patent/US6421443B1/en,https://patentimages.storage.googleapis.com/d3/d8/a2/252e63ab4ba0d7/US6421443-drawings-page-2.png
US-4144579-A,Arithmetic synthesizer frequency generation with reduced phase jitter ,Rca Corporation,"Edward J. Nossen, Eugene R. Starner",1977-07-25,1977-07-25,1979-03-13,1979-03-13,https://patents.google.com/patent/US4144579A/en,https://patentimages.storage.googleapis.com/83/60/d5/edfececb9cf51c/US4144579-drawings-page-2.png
US-6166573-A,High resolution delay line ,"Acoustic Technologies, Inc.","Kendall G. Moore, Samuel L. Thomasson",1999-07-23,1999-07-23,2000-12-26,2000-12-26,https://patents.google.com/patent/US6166573A/en,https://patentimages.storage.googleapis.com/1d/fa/9f/a3740c88edd3a1/US6166573-drawings-page-2.png
US-3789665-A,Inferred measurement of the turbine inlet temperature of a gas turbine engine ,Avco Corp,R Hohenberg,1972-02-22,1972-02-22,1974-02-05,1974-02-05,https://patents.google.com/patent/US3789665A/en,https://patentimages.storage.googleapis.com/23/e0/75/2fbd7550304ea5/US3789665-drawings-page-2.png
US-3588530-A,Computer circuit ,Avco Corp,Marion J Langan,1969-11-10,1969-11-10,1971-06-28,1971-06-28,https://patents.google.com/patent/US3588530A/en,https://patentimages.storage.googleapis.com/d7/39/e6/a95c604c953211/US3588530-drawings-page-2.png
US-3593012-A,Engine life recorder system using engine temperature and rpm data ,Simmonds Precision Products,Walter T Lang,1969-01-17,1969-01-17,1971-07-13,1971-07-13,https://patents.google.com/patent/US3593012A/en,https://patentimages.storage.googleapis.com/86/0f/7f/dfe2b159671aee/US3593012-drawings-page-2.png
US-3531202-A,Spectrometer readout system ,Baird Atomic Inc,"Hugh Malcolm Wilkinson, Philip Spergel",1966-11-14,1966-11-14,1970-09-29,1970-09-29,https://patents.google.com/patent/US3531202A/en,https://patentimages.storage.googleapis.com/f9/fe/bc/eae9e9d16ff5d5/US3531202-drawings-page-1.png
US-6784737-B2,Voltage multiplier circuit ,Intel Corporation,"Aaron K. Martin, David J. Comer",2001-12-17,2001-12-17,2004-08-31,2004-08-31,https://patents.google.com/patent/US6784737B2/en,https://patentimages.storage.googleapis.com/ed/65/cd/28e698b07760d5/US06784737-20040831-D00000.png
US-5408422-A,Multiplication circuit capable of directly multiplying digital data with analog data ,Yozan Inc.,"Sunao Takatori, Makoto Yamamoto",1992-12-08,1993-12-07,1995-04-18,1995-04-18,https://patents.google.com/patent/US5408422A/en,https://patentimages.storage.googleapis.com/65/14/e4/6f760e8cdeac0e/US5408422-drawings-page-2.png
US-3404261-A,Correlation apparatus for computing time averages of functions ,Int Standard Electric Corp,"Paul Gustave Amelie Jespers, Pe Tsi Chu",1962-03-07,1963-03-06,1968-10-01,1968-10-01,https://patents.google.com/patent/US3404261A/en,https://patentimages.storage.googleapis.com/2b/95/2a/460cd7210eee41/US3404261-drawings-page-1.png
US-3311910-A,Electronic quantizer ,James H Doyle,James H Doyle,1962-02-05,1963-12-27,1967-03-28,1967-03-28,https://patents.google.com/patent/US3311910A/en,https://patentimages.storage.googleapis.com/39/70/11/88233fb1a2ea22/US3311910-drawings-page-1.png
KR-100576226-B1,An interleaved digital peak detector ,텍트로닉스 인코포레이티드,모저마이클에프.,1999-04-29,2000-04-27,2006-05-03,2006-05-03,https://patents.google.com/patent/KR100576226B1/en,https://patentimages.storage.googleapis.com/cf/5c/76/3c35715f1a66e5/112000008412010-pat00001.png
EP-0413287-B1,Dispositif semi-conducteur monopuce ,Fujitsu Limited,Takeshi Fuse,1989-08-18,1990-08-13,1997-12-10,1997-12-10,https://patents.google.com/patent/EP0413287B1/fr,https://patentimages.storage.googleapis.com/09/19/fd/7db61d9dc3fdb5/imgf0001.png
